"UserID","Probability1"
3,0.833784565817377
4,0.891390852729981
10,0.76515867146528
14,0.110196211956556
16,0.377692934593107
23,0.226421797357773
29,0.771464072107385
33,0.720845963412943
37,0.674852978198205
45,0.733895938139301
47,0.571053632187499
54,0.492023888502544
55,0.807734027987076
60,0.306212001226885
68,0.855581072415116
79,0.799266838835926
90,0.781897878759702
93,0.612716133336933
98,0.666501696096113
101,0.475423868854824
107,0.414588505463951
109,0.608707608767628
113,0.393832854289431
116,0.353575374132147
118,0.291710955386926
119,0.821838848536815
120,0.957282178892875
126,0.408353491566468
131,0.967233391881936
134,0.636692451373859
135,0.767704962940282
137,0.865572859892782
139,0.189027546345236
140,0.370023742352679
141,0.977088405700698
142,0.556880303301447
152,0.595526523087634
162,0.364130392122237
164,0.912107020448072
168,0.724322054096849
172,0.84952288789268
173,0.343829336705855
176,0.994461047587835
179,0.799103031684989
181,0.705965819343489
182,0.515789219996336
183,0.267581789914501
186,0.990281963545352
189,0.885034960823958
192,0.675972087784106
193,0.834426465901796
194,0.497374656262906
196,0.394997168066624
197,0.944807156482181
198,0.242972600825912
201,0.758753291938322
204,0.865767782710432
205,0.668266636348682
210,0.411319764441124
213,0.622550335313518
216,0.613280774089819
221,0.635687051781239
234,6.66666666666667e-05
237,0.347209325770367
241,0.776701764884714
246,0.213746809930945
258,0.918673282172265
261,0.0359412566447858
262,0.414685110956404
271,0.670335000735776
279,0.514770242908943
280,0.712270150997333
288,0.218399117072296
291,0.414492475055986
296,6.66666666666667e-05
301,0.718372701172256
305,6.66666666666667e-05
306,0.712682379507311
310,0.411692527833742
313,0.927275520659638
315,0.802464247701235
317,0.741098763899587
318,0.972450453658346
319,0.171266943599625
321,0.939168680452729
323,0.350864042064871
324,0.765996751992846
325,0.918822446567492
326,0.859549648382325
327,0.703599463634546
328,0.436576348189005
331,0.677665717271835
340,0.437273972056349
342,0.776403535872767
344,0.820480529104848
346,0.784094508393937
347,0.922887485831022
358,6.66666666666667e-05
368,0.469961772063306
369,0.53482353233519
382,0.607047340033192
383,0.892700629294268
384,0.572888950420685
385,0.461399914634778
386,0.989071116724652
392,0.313249935224493
396,0.399216151535705
397,0.171874505427032
399,0.627453415221043
400,0.970678675529593
402,0.216995579148133
404,0.711231746133669
405,0.539404745297929
410,0.2275854389212
412,0.201913999308303
415,0.265882696584213
416,0.299535609635194
418,0.698532823601961
419,0.677543540894341
421,0.164777497157815
422,0.872951461795789
424,0.639973085972607
437,0.999933333333333
440,0.477186568216342
442,0.773357487534845
443,0.618623854380024
447,0.320938125971062
448,0.349118090088745
449,0.814838903818643
453,0.74599299292143
465,0.37579070940266
467,0.843442742601301
468,0.265502814180668
470,0.130757411379161
472,0.73158054806483
476,0.654711419110697
484,0.771654133959854
486,0.999933333333333
487,0.60565887450066
492,0.819485267540009
494,0.905692093445511
495,0.803022487980964
503,0.71994959421607
505,0.871074116249363
514,0.512401014968242
516,0.608395527237039
518,0.396635660507169
521,0.170831201841547
523,0.769948646724697
529,0.564825252277524
531,0.683851705123489
533,0.676606464471006
534,0.755752047539088
536,0.270884872827632
545,0.869606648655678
549,0.999933333333333
553,0.750857779072395
555,0.321761243182286
561,0.720228819997533
562,0.93257130697068
563,0.854239755919193
567,0.0441731064077574
569,0.197033242961368
570,0.143767497108227
575,0.618161835090649
577,0.737392813840948
579,0.301026294154586
581,0.630076967256514
582,0.839757024280323
583,0.205290225491554
590,0.311353051996015
598,0.220608351021956
600,0.679403255689437
603,0.420079326262719
604,0.44850677118435
606,0.404200975129066
619,0.837386472866848
621,0.748531935197361
622,0.883826601458483
623,0.016521845684302
627,0.730887510857008
633,0.593062648478613
636,0.932256413783743
639,0.44453638755609
643,0.78287604374942
653,0.0733956115780089
654,0.986263863600312
660,0.966259127738276
681,0.692788210036489
685,0.659124685602061
691,0.751221116022874
696,0.922164955073668
698,0.130112080372736
699,0.636852288537492
700,0.769427989330714
703,0.83821429664994
705,0.452066678492563
707,0.915568507674326
708,0.757976677288622
711,0.699481051737163
712,0.873471715310702
716,0.180917158984386
719,0.80755051296823
722,0.425182198804446
724,0.178120774639936
727,0.100940167314162
730,0.842189431282464
736,0.770886363329689
743,0.427106066323608
753,0.855456128090586
755,0.395568936407415
765,0.838185925213154
774,0.974381685722762
775,0.0775518302889191
778,0.556469365666786
784,0.44085258697566
788,0.921611889841903
789,0.295130375756023
791,0.668810954873947
797,0.633269193230258
798,0.140458537780667
800,0.767376540364751
802,6.66666666666667e-05
807,0.296519037288995
810,0.999933333333333
811,0.194693717516522
820,0.876533359674308
821,0.73679647694038
822,0.704088463401142
823,0.419681903574458
824,0.936605621739461
826,6.66666666666667e-05
828,0.341690751577503
831,0.28265269503781
832,0.0136029888649704
833,0.0342329737230463
834,0.577526321045115
837,0.439630469331141
838,0.882494634210515
841,0.974835651498435
843,0.785083408887783
844,0.23074182344115
850,0.999933333333333
853,0.394082428274195
855,0.0955908651696906
856,0.338130674168051
860,0.262272952929099
864,0.0646527342321663
868,0.370403399931048
875,0.257486056684691
876,0.217573320967999
877,0.514662901722133
879,0.217162769871796
889,0.877321693167784
890,0.752793420737648
894,0.100770903667134
896,0.660322372717785
897,0.744163848077251
904,0.0625879124849939
905,0.836385167748208
907,0.246657170224454
909,0.0368220112185805
913,0.368464901767885
925,0.215358898698111
926,0.127647901207012
927,0.44690415407342
928,0.572390379064979
931,0.681124710211947
932,0.852082424761371
934,0.654487484737315
935,0.61603994871727
939,0.176037690768138
941,0.349793484542422
942,0.3334
947,0.687479086852129
948,0.178993017801072
950,0.761570672764879
951,0.157664497056539
958,0.574646783667927
959,0.714011960395302
960,0.961024858868947
966,0.267185402693781
975,0.726486760180452
985,0.941496924171996
992,0.125275268361033
993,6.66666666666667e-05
994,6.66666666666667e-05
995,0.00528046448548572
998,0.404901655404008
1001,0.909016691611954
1009,0.0494562926349566
1011,0.573748320605191
1012,0.659292195891788
1013,0.4614626880571
1014,0.115275177097168
1028,0.6666
1032,0.662822517431583
1033,0.850710565206222
1037,0.357619058891505
